BoxAWetWeight,Urea_Kgs,Season,Variety,Country,BoxBLength,PlotSize_acres,CAN_Kgs,Year,BoxBDryWeight,DAP_Kgs,NPK_Kgs,BoxALength,BoxAWidth,PlantingDate,BoxBWetWeight,ImgID,Longitude,BoxBWidth,Latitude,BoxADryWeight
,,2018 LR,,Kenya,,1.75,,2018,10.25,,,,,,,id_99474b9a,35.1606371,,1.1349603,13.5
8.25,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,8.0,,6.0,6.0,3/10/2018,8.55,id_994a844b,34.59360088,6.0,-0.711872621,
,,2017 LR,,Kenya,8.0,0.25,12.5,2017,14.13,12.5,,8.0,5.0,,,id_994ca819,34.40628959,5.0,-0.003393219,12.6
24.5,,2015 LR,,Kenya,,0.5,0.0,2015,10.2,25.0,,,,,24.6,id_994cc755,34.4612039,,0.574612,12.9
,,2018 LR,,Kenya,,2.0,,2018,,,,,,,,id_995133a7,34.6509719,,0.175959009,
12.4,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,,,6.0,6.0,3/18/2018,11.0,id_9959cc18,34.32459841,6.0,-0.70000579,
,,2018 LR,,Tanzania,,2.0,,2018,,,,,,,,id_995f0f91,35.694371,,-7.879685,
,,2017 LR,DK 8031,Kenya,8.0,0.5,,2017,21.8,,,8.0,5.0,,,id_995f9e38,34.37488431,5.0,0.316778012,14.2
,,2016 LR,WE_1101,Kenya,5.0,0.5,12.5,2016,6.75,12.5,,,8.0,3/16/2016,,id_99681803,34.55261903,,0.221564546,6.9
,,2018 LR,,Kenya,,0.25,,2018,0.0,,,,,,,id_9969d1a9,34.2362731,,0.4897752,0.0
,,2017 LR,DK 8031,Kenya,8.0,0.5,25.0,2017,21.2,25.0,,8.0,5.0,,,id_9970e0af,34.5048558,5.0,0.1290787,25.4
,,2017 LR,WH 505,Kenya,8.0,0.25,12.5,2017,17.95,12.5,,8.0,5.0,,,id_99726bc8,34.7133416,5.0,0.5270843,15.05
,,2018 LR,,Kenya,,0.25,,2018,0.0,,,,,,,id_997370ae,34.57347439,,0.788213325,14.7
,,2016 LR,,Kenya,8.0,0.5,25.0,2016,4.9,25.0,,8.0,5.0,,,id_9975c656,34.8668725,5.0,0.441651363,8.4
6.9,,2018 LR,scpundamilia53,Kenya,6.0,0.25,6.5,2018,,12.5,,6.0,6.0,3/18/2018,13.85,id_99796ac2,34.86279105,6.0,-0.436729717,
,,2018 LR,,Kenya,,0.25,,2018,5.0,,,,,,,id_997bcc1a,34.1729109,,0.3313877,3.4
,,2017 LR,,Kenya,8.0,0.25,7.0,2017,16.15,5.0,,8.0,5.0,,,id_997d0f94,34.76546078,5.0,-0.779061648,16.45
,,2018 LR,,Kenya,,0.75,,2018,16.05,,,,,,,id_99804683,34.0884671,,-0.0310782,21.65
,,2017 LR,DK 8031,Kenya,8.0,0.125,0.0,2017,1.5,0.0,,8.0,5.0,,,id_99891e2b,34.51769247,5.0,-0.631084528,1.0
,,2018 LR,,Kenya,,0.5,,2018,5.45,,,,,,,id_99895c2f,34.6384438,,0.0507037,5.95
,,2018 LR,,Kenya,,1.3,,2018,21.55,,,,,,,id_9989be8a,34.62212939,,0.05657109,21.25
17.35,,2016 LR,Local,Kenya,,0.125,4.0,2016,,4.0,,,5.0,3/23/2016,,id_998ea1c8,34.74548191,,0.082704265,10.65
,,2018 LR,,Kenya,,0.25,,2018,3.0,,,,,,,id_99922f1d,34.76455715,,-0.509461735,3.0
18.3,,2018 LR,Dk_8053,Tanzania,6.0,1.0,50.0,2018,14.2,50.0,,6.0,6.0,,17.1,id_999552ba,35.7113869,6.0,-7.7371406,15.2
31.5,,2015B,NSP,Rwanda,,0.0247105,,2015,,2.0,,,,20-Mar-15,23.0,id_9999a19f,29.15631517,,-2.306567127,
15.1,,2016 LR,Local,Kenya,8.0,0.5,0.0,2016,6.3,0.0,,,5.0,5/16/2016,16.25,id_999f040a,34.77411836,,-0.34819968,5.9
24.7,,2018 LR,sctembo73,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,3/9/2018,30.5,id_99a4177a,34.8246208,6.0,-0.6008294,
,,2018 LR,,Kenya,,0.3,,2018,8.5,,,,,,,id_99aefd0d,35.06959742,,-0.350980667,10.7
,,2017 LR,,Kenya,8.0,1.0,0.0,2017,15.8,25.0,,8.0,5.0,,,id_99b313ea,34.85333337,5.0,0.026390978,19.0
,,2018 LR,,Kenya,,0.125,,2018,10.32,,,,,,,id_99b37265,34.8321413,,-0.7552738,11.22
,,2017 LR,H 6213,Kenya,8.0,0.5,25.0,2017,14.6,25.0,,8.0,5.0,,,id_99b56adb,34.81982282,5.0,-0.683666808,12.65
0.95,,2016 LR,,Kenya,8.0,0.5,0.0,2016,0.4,0.0,,,5.0,,1.87,id_99b8411c,34.19978461,,0.297016161,0.5
,,2018 LR,,Kenya,,0.75,,2018,23.15,,,,,,,id_99b8e375,34.66927735,,-0.929478337,22.0
21.0,,2018 LR,dk8031,Kenya,6.0,1.0,,2018,,20.0,,6.0,6.0,2/19/2018,19.0,id_99ba78aa,34.0851483,6.0,0.2003397,
12.05,,2018 LR,localmaize,Kenya,6.0,1.0,,2018,,8.0,,6.0,6.0,3/20/2018,15.35,id_99bef7cd,34.5566309,6.0,-0.695058118,
,,2018 LR,,Kenya,,0.125,,2018,6.25,,,,,,,id_99c26a02,34.73258321,,-0.804433746,4.45
,,2018 LR,,Kenya,,0.75,,2018,32.6,,,,,,,id_99c2d9af,34.56630304,,-1.017380842,32.7
20.65,,2018 LR,scduma43,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,3/5/2018,17.2,id_99ce7786,34.3670236,6.0,0.5855324,
,,2017 LR,,Kenya,8.0,5.0,25.0,2017,5.5,25.0,,8.0,5.0,,,id_99d74497,34.59733501,5.0,0.678181923,9.3
,,2017 LR,H 614D,Kenya,5.0,0.4,25.0,2017,19.9,25.0,,5.0,8.0,,,id_99d964cb,35.09399227,8.0,0.762037091,16.7
29.9,,2018 LR,h6218,Kenya,6.0,0.75,,2018,,50.0,,6.0,6.0,3/28/2018,26.8,id_99dbcaa1,35.0654002,6.0,0.759576,
9.0,,2018 LR,otherhybrid,Kenya,6.0,0.75,,2018,,12.5,,6.0,6.0,3/29/2018,10.0,id_99dd483b,34.93640137,6.0,-0.436063185,
18.6,,2016 LR,PN 15,Kenya,8.0,0.5,25.0,2016,9.73,25.0,,8.0,5.0,,16.35,id_99de4e9d,34.67400663,5.0,0.224471276,11.0
14.5,,2018 LR,scduma43,Kenya,6.0,2.75,,2018,,16.0,,6.0,6.0,3/9/2018,12.0,id_99df60fd,34.36669526,6.0,-1.006068396,
,,2018 LR,,Kenya,,0.75,,2018,9.15,,,,,,,id_99e1b72c,34.1074783,,0.1529378,10.9
,,2017 LR,SC SIMBA 61,Kenya,8.0,0.25,,2017,12.0,,,8.0,5.0,,,id_99e1f835,34.49869288,,-1.016227556,10.0
33.95,,2015 LR,,Kenya,8.0,0.5,0.0,2015,15.45,0.0,,8.0,5.0,,29.55,id_99e2bd5f,34.46929054,5.0,0.052904271,19.5
23.0,,2018 LR,wh505,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,2/27/2018,33.0,id_99e9e6db,34.43711536,6.0,0.369969608,
17.5,,2016 LR,DK_8031,Kenya,8.0,0.5,20.0,2016,5.25,25.0,,8.0,5.0,4/15/2016,15.0,id_99ea058c,34.18763604,5.0,0.381561943,4.85
,,2018 LR,,Tanzania,,1.5,,2018,,,,,,,,id_99ec05ce,35.7643763,,-8.0173906,
11.2,,2016 LR,,Kenya,8.0,0.25,0.0,2016,5.0,10.0,,,5.0,,10.0,id_99eecd37,34.58451125,,-1.028346824,5.9
13.0,,2015A,DK,Rwanda,,0.049421,,2015,,,,,,5-Sep-14,10.0,id_99f4265a,29.30016205,,-1.795746491,
18.36,,2018 LR,pioneerp3812w,Kenya,6.0,0.125,,2018,,4.0,,6.0,6.0,2/8/2018,14.26,id_99f9b060,34.7055043,6.0,-0.8066552,
3.9,,2016 LR,Local,Kenya,8.0,0.5,0.0,2016,3.05,25.0,,,5.0,4/4/2016,6.4,id_99fb6157,34.34870645,,0.108276391,4.65
,,2017 LR,DK 8031,Kenya,8.0,0.5,,2017,11.0,,,8.0,5.0,,,id_99fdb4b4,34.51148283,,-0.955684902,9.0
,,2017 LR,,Kenya,8.0,0.2,3.0,2017,13.65,3.0,,8.0,5.0,,,id_9a003954,35.12781649,5.0,0.461604476,11.45
28.4,,2018 LR,h6213,Kenya,6.0,0.75,,2018,,50.0,,6.0,6.0,3/27/2018,33.95,id_9a04369c,35.0806113,6.0,1.0198373,
23.55,,2018 LR,h614d,Kenya,6.0,0.5,,2018,,41.0,,6.0,6.0,3/10/2018,28.0,id_9a08861a,34.64369436,6.0,-0.955421752,
24.25,,2018 LR,h6213,Kenya,6.0,0.75,,2018,,37.5,,6.0,6.0,3/10/2018,18.8,id_9a0b289b,34.8800686,6.0,0.6034177,
,,2018 LR,,Kenya,,0.75,,2018,,,,,,,,id_9a1031f5,34.6208329,,0.1589709,
,,2017 LR,,Kenya,8.0,0.25,,2017,13.95,,,8.0,5.0,,,id_9a160dac,34.60123602,,0.604914188,7.95
43.0,,2018 LR,pn15,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/6/2018,28.05,id_9a17566b,34.49246014,6.0,0.601749569,
26.6,,2018 LR,pioneerp3812w,Kenya,6.0,0.8,,2018,,50.0,,6.0,6.0,3/10/2018,29.8,id_9a17804e,35.29660572,6.0,-0.282620739,
,,2017 LR,DK 8031,Kenya,8.0,0.5,20.0,2017,13.0,20.0,,8.0,5.0,,,id_9a191fb2,34.78803643,5.0,0.114870087,20.0
,,2017 LR,H 6213,Kenya,8.0,0.5,,2017,16.2,,,8.0,5.0,,,id_9a1c9d2b,34.54928839,,0.794197674,14.3
43.7,,2015 LR,,Kenya,8.0,1.25,25.0,2015,20.2,50.0,,8.0,5.0,,37.5,id_9a1dfb6d,34.41298634,5.0,0.704279357,24.4
15.6,,2018 LR,dk8031,Kenya,6.0,0.5,12.0,2018,,12.0,,6.0,6.0,2/24/2018,20.4,id_9a22e591,34.2339033,6.0,0.4886078,
17.6,,2018 LR,localmaize,Kenya,6.0,1.125,,2018,,47.0,,6.0,6.0,1/3/2018,15.0,id_9a24d818,35.06822863,6.0,-0.690841271,
18.65,,2018 LR,otherhybrid,Kenya,6.0,0.75,6.0,2018,,12.0,,6.0,6.0,3/22/2018,25.0,id_9a270c60,34.44109931,6.0,0.469760062,
,,2018 LR,,Kenya,,0.5,,2018,13.3,,,,,,,id_9a2e5843,34.23566454,,0.159912661,16.0
28.0,,2018 LR,h6213,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,4/8/2018,20.8,id_9a2ee056,34.7457091,6.0,0.7950288,
6.3,,2018 LR,,Tanzania,6.0,1.0,,2018,7.0,,,6.0,6.0,,8.2,id_9a31a5d2,34.5609756,6.0,-8.8621521,5.0
,,2018 LR,,Kenya,,1.0,,2018,12.4,,,,,,,id_9a345a3a,34.90815506,,-0.009736882,11.0
14.2,,2016 LR,,Kenya,8.0,0.5,25.0,2016,13.45,25.0,,8.0,5.0,,20.4,id_9a352e1b,34.74528135,5.0,0.283833819,9.6
15.0,,2015A,Pan 4M21,Rwanda,,0.2223945,,2015,,,,,,10-Sep-14,20.0,id_9a3ac0d1,29.01383305,,-2.5123274,
,,2018 LR,,Kenya,,0.125,,2018,10.6,,,,,,,id_9a3cc152,34.78915524,,-0.559015858,16.95
,,2017 LR,,Kenya,8.0,0.25,0.0,2017,1.2,6.0,,8.0,5.0,,,id_9a3e1d25,34.40041892,5.0,0.164706572,2.25
,,2018 LR,,Kenya,,1.5,,2018,14.12,,,,,,,id_9a401372,35.0338424,,0.7525691,16.44
35.5,,2018 LR,h614d,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,3/15/2018,40.0,id_9a4342e4,35.19857605,6.0,0.189545536,
12.0,,2016 LR,,Kenya,8.0,0.125,2.0,2016,3.1,2.0,,,5.0,,7.25,id_9a447e7a,34.34329137,,0.276522908,7.2
28.4,,2018 LR,h6213,Kenya,6.0,0.5,,2018,,20.0,,6.0,6.0,3/12/2018,25.0,id_9a478ca1,35.23008292,6.0,0.209458332,
14.9,,2018 LR,DK 8053,Tanzania,6.0,0.5,,2018,0.0,,,6.0,6.0,,16.2,id_9a4f52f7,35.6961925,6.0,-7.8757951,0.0
24.0,,2018 LR,Panner_691,Tanzania,6.0,1.0,,2018,19.7,50.0,,6.0,6.0,,21.9,id_9a567881,33.0363788,6.0,-9.0648288,21.8
30.2,,2015 LR,,Kenya,8.0,5.0,25.0,2015,16.2,50.0,,8.0,5.0,,29.5,id_9a58f64b,34.9092872,5.0,0.407398464,17.85
,,2015B,,Rwanda,,0.444789,,2015,,,,,,,,id_9a5a6d50,29.02588497,,-2.698227029,
,,2018 LR,,Kenya,,0.75,,2018,6.45,,,,,,,id_9a5b2981,34.6307348,,0.7954148,5.25
23.6,2.5,2018B,unknown,Rwanda,5.0,0.098842,,2018,12.0,5.0,0.0,5.0,5.0,2/4/2018,19.7,id_9a5e79f9,29.70164386,5.0,-2.306946165,3.920000076
,,2018 LR,,Kenya,,0.75,,2018,8.9,,,,,,,id_9a64c9eb,34.6069371,,0.169748,9.5
,,2018 LR,,Kenya,,2.0,,2018,,,,,,,,id_9a65aac1,34.5273869,,0.0551431,
36.45,,2015 LR,,Kenya,8.0,0.5,25.0,2015,14.5,25.0,,8.0,5.0,,25.7,id_9a671612,34.79073618,5.0,-0.69236942,15.0
,,2018 LR,,Kenya,,0.125,,2018,,,,,,,,id_9a6c7450,34.6490941,,0.0518734,
21.4,,2018 LR,localmaize,Kenya,,0.0625,1.0,2018,,2.0,,6.0,6.0,2/15/2018,,id_9a6cae6b,34.6400575,,0.0648192,
20.6,,2016 LR,Local,Kenya,8.0,0.5,0.0,2016,7.7,0.0,,,5.0,3/15/2016,16.85,id_9a75823b,35.34194826,,0.020746281,10.45
12.65,,2018 LR,h614d,Kenya,6.0,1.5,,2018,,29.0,,6.0,6.0,3/11/2018,13.0,id_9a778a60,34.61567703,6.0,-0.749818129,
17.1,,2018 LR,h614d,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/13/2018,21.5,id_9a788dc5,34.8984809,6.0,0.8876592,
,,2017 LR,SC DUMA 43,Kenya,8.0,0.5,12.5,2017,6.7,12.5,,8.0,5.0,,,id_9a7b5471,34.6483451,5.0,0.0204785,8.75
10.3,,2018 LR,localmaize,Kenya,6.0,0.25,1.5,2018,,4.0,,6.0,6.0,3/2/2018,12.1,id_9a7da1f0,34.3239355,6.0,0.5267597,
28.2,,2018 LR,otherhybrid,Kenya,6.0,0.5,,2018,,,,6.0,6.0,3/15/2018,29.4,id_9a810f7f,34.56615619,6.0,-1.049167165,
41.15,,2015 LR,,Kenya,8.0,8.0,100.0,2015,16.35,100.0,,8.0,5.0,,38.5,id_9a8760db,34.62340219,5.0,0.317589012,19.75
,,2017 LR,H 6213,Kenya,8.0,0.25,,2017,29.15,,,8.0,5.0,,,id_9a8e8480,34.93180458,,0.890913449,34.75
0.0,,2018 LR,PAN 691,Tanzania,6.0,2.0,,2018,0.0,,,6.0,6.0,,0.0,id_9a92dcd2,35.4377443,6.0,-8.1039856,0.0
24.15,,2018 LR,,Kenya,6.0,0.375,,2018,,,,6.0,6.0,,19.95,id_9a944043,37.1636951,6.0,-0.5661082,
21.0,,2016 LR,DK_8031,Kenya,8.0,0.25,12.5,2016,9.0,12.5,,8.0,5.0,4/1/2016,15.0,id_9a956113,34.52121757,5.0,-0.615378293,8.0
,,2018 LR,,Kenya,,1.5,,2018,21.85,,,,,,,id_9aa31e8a,35.3402509,,0.0288557,19.8
,,2018 LR,,Kenya,,0.25,,2018,11.3,,,,,,,id_9aa608fb,34.44063276,,0.110169287,14.45
24.0,,2018 LR,h6213,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/4/2018,28.65,id_9ab008bc,34.71824326,6.0,-0.926751578,
,,2018 LR,,Kenya,,0.5,,2018,9.86,,,,,,,id_9ab57f3d,34.91970661,,-0.489426229,10.11
,,2017 LR,H 614D,Kenya,8.0,0.25,12.5,2017,11.0,12.5,,8.0,5.0,,,id_9ab6832a,34.45329105,5.0,-0.989308991,8.0
,,2017 LR,,Kenya,8.0,0.5,,2017,14.95,,,8.0,5.0,,,id_9abe9b65,34.18979955,5.0,0.323421266,16.85
,,2017 LR,SC DUMA 43,Kenya,8.0,0.125,,2017,11.2,,,8.0,5.0,,,id_9abece88,34.2899406,,0.3316913,7.4
,,2017 LR,DK 8031,Kenya,8.0,0.125,,2017,11.0,,,8.0,5.0,,,id_9acb043c,34.7022044,,0.074872356,9.5
,,2017 LR,,Kenya,8.0,0.5,25.0,2017,13.5,25.0,,8.0,5.0,,,id_9acdfabc,34.6509111,5.0,0.3532874,10.3
,,2018 LR,,Kenya,,0.75,,2018,6.8,,,,,,,id_9ad0aa25,35.0189421,,1.0305917,8.9
1.0,,2015B,,Rwanda,,0.049421,,2015,,,,,,10-Feb-15,2.0,id_9ad0b074,29.78441101,,-2.354893086,
17.6,,2018 LR,dk8031,Kenya,6.0,0.25,12.5,2018,,12.5,,6.0,6.0,3/7/2018,23.8,id_9ad3a222,34.3790553,6.0,0.4729043,
,,2018 LR,,Kenya,,1.0,,2018,16.5,,,,,,,id_9ad84600,34.89620529,,-0.409229872,10.0
24.5,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,,,6.0,6.0,4/4/2018,21.0,id_9adaaeec,34.33512641,6.0,-1.087460113,
29.85,,2016 LR,,Kenya,8.0,0.25,12.5,2016,12.25,12.5,,8.0,5.0,,22.45,id_9adb6f34,34.44292536,5.0,0.222201215,15.2
26.0,4.0,2018B,unknown,Rwanda,5.0,0.148263,,2018,,0.0,0.0,5.0,5.0,2/25/2018,24.0,id_9ade8d5a,29.04294744,5.0,-2.593989622,
25.0,,2018 LR,otherhybrid,Kenya,6.0,0.25,,2018,,10.0,,6.0,6.0,3/11/2018,30.6,id_9ae4cd03,35.21968514,6.0,0.142756528,
19.6,,2016 LR,SC_DUMA_43,Kenya,8.0,0.25,1.0,2016,3.9,1.0,,8.0,5.0,,17.1,id_9ae88bd1,34.70571857,5.0,0.324171543,4.75
,,2017 LR,,Kenya,8.0,0.25,5.0,2017,23.68,10.0,,8.0,5.0,,,id_9aed0fc9,34.76601054,5.0,-0.723548574,26.93
23.2,,2018 LR,h6218,Kenya,6.0,1.0,50.0,2018,,50.0,,6.0,6.0,2/24/2018,25.2,id_9aef4341,34.7256665,6.0,-0.7976772,
18.5,,2018 LR,PAN 691,Tanzania,6.0,0.5,,2018,0.0,,,6.0,6.0,,15.7,id_9af4f636,35.7000754,6.0,-7.8723584,0.0
20.0,,2018 LR,otherhybrid,Kenya,6.0,0.5,,2018,,46.0,,6.0,6.0,3/20/2018,17.5,id_9af8853f,35.26136283,6.0,-0.270061695,
34.1,,2015 LR,,Kenya,,0.5,25.0,2015,16.1,25.0,,,,,24.25,id_9af9e32c,34.90396771,,-0.456900149,22.65
17.05,,2015 LR,,Kenya,8.0,0.25,15.0,2015,5.25,12.0,,8.0,5.0,,16.25,id_9afd2496,34.78980548,5.0,-0.693239949,4.85
,,2017 LR,PAN 691,Kenya,8.0,0.25,0.0,2017,11.4,10.0,,8.0,5.0,,,id_9b03b6c5,35.38551921,5.0,-0.00063143,13.9
,,2017 LR,H 614D,Kenya,8.0,0.5,,2017,16.75,,,8.0,5.0,,,id_9b03e9e7,34.8056879,,0.206009237,14.6
,,2018 LR,,Kenya,,0.75,,2018,5.6,,,,,,,id_9b0d6f35,34.1074555,,0.1529645,9.3
6.25,,2016 LR,H_614D,Kenya,5.0,0.25,5.0,2016,2.6,5.0,,,8.0,3/21/2016,11.3,id_9b0e3db4,34.9217386,,0.134137804,3.35
,,2018 LR,,Kenya,,1.9375,,2018,3.95,,,,,,,id_9b0e717b,34.75706987,,0.581267245,4.2
,,2018 LR,,Kenya,,0.5,,2018,25.9,,,,,,,id_9b135566,34.03760585,,0.173247795,20.5
12.55,,2018 LR,localmaize,Kenya,6.0,0.75,,2018,,,,6.0,6.0,3/10/2018,6.75,id_9b13baf5,34.4709991,6.0,-0.9714696,
,,2017 LR,Pioneer P3812W,Kenya,8.0,0.1875,,2017,10.84,,,8.0,5.0,,,id_9b15a0bb,34.49126317,,0.623088814,25.6
38.95,,2016 LR,WH_505,Kenya,8.0,0.25,6.0,2016,15.85,8.0,,,5.0,4/19/2016,31.2,id_9b1657ee,34.62153506,,0.355349925,19.85
21.0,,2018 LR,h614d,Kenya,6.0,1.25,,2018,,60.0,,6.0,6.0,3/15/2018,24.5,id_9b1a6c7a,34.7636921,6.0,-0.8136398,
,,2017 LR,DK 8031,Kenya,8.0,0.5,9.0,2017,20.0,0.0,,8.0,5.0,,,id_9b1eb496,34.44516328,5.0,-1.022422789,19.0
6.0,,2016A,,Rwanda,14.0,0.98842,,2016,,,,15.0,45.0,10/11/2015,5.0,id_9b1edd60,28.92945009,32.0,-2.602819438,
,,2017 LR,,Kenya,8.0,0.5,,2017,8.0,,,8.0,5.0,,,id_9b23c01f,34.78019628,,-0.713920917,6.5
10.8,,2018 LR,,Kenya,6.0,0.5,,2018,,,,6.0,6.0,,15.8,id_9b24bd25,34.73787394,6.0,0.004767414,
,,2017 LR,WH 505,Kenya,8.0,0.25,12.5,2017,2.05,12.5,,8.0,5.0,,,id_9b2aa62d,34.72623831,5.0,0.114309431,4.05
21.0,,2016 LR,SC_PUNDA_MILIA_53,Kenya,8.0,0.4,0.0,2016,13.3,25.0,,,5.0,3/29/2016,22.3,id_9b2da7ba,34.69917912,,-0.830845633,9.0
13.3,,2018 LR,wh505,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/7/2018,14.0,id_9b2ea5f3,34.895831,6.0,0.6361418,
18.5,,2015A,DK,Rwanda,,0.296526,,2015,,,,,,10-Sep-14,21.0,id_9b30ef87,29.36337866,,-2.216666277,
15.0,0.3,2016A,,Rwanda,5.0,1.235525,,2016,,0.3,,5.0,5.0,10/20/2015,13.0,id_9b35ab0d,29.4204887,5.0,-2.283983901,
11.1,,2016 LR,Local,Kenya,,0.125,0.0,2016,,10.0,,,5.0,3/27/2016,,id_9b45f40d,34.5149489,,0.070839292,4.25
20.25,,2015 LR,,Kenya,8.0,0.25,1.0,2015,0.0,7.0,,8.0,5.0,,19.05,id_9b4828b4,34.68086129,5.0,0.104682232,0.0
25.65,,2016 LR,,Kenya,8.0,0.5,25.0,2016,5.45,25.0,,8.0,5.0,,33.25,id_9b4adc5f,34.73780854,5.0,-0.505697012,6.5
48.7,,2015 LR,,Kenya,,0.5,12.5,2015,28.9,25.0,,,,,53.7,id_9b4ee96c,34.56112631,,0.649085137,28.9
,,2018 LR,,Kenya,,1.25,,2018,5.65,,,,,,,id_9b505a5c,34.37981813,,0.207052133,8.0
,,2018 LR,,Kenya,,0.75,,2018,0.0,,,,,,,id_9b51bce3,34.110833,,0.0056844,0.0
6.3,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,,,6.0,6.0,3/26/2018,2.6,id_9b539cf6,34.2905436,6.0,0.3917184,
1.0,,2016 LR,SC DUMA 43,Kenya,8.0,0.5,25.0,2016,0.0,25.0,,,5.0,,2.5,id_9b56d801,34.20636349,,0.312308079,0.0
43.85,,2018 LR,h6213,Kenya,6.0,2.0,100.0,2018,,100.0,,6.0,6.0,3/15/2018,30.55,id_9b576bf4,34.95946746,6.0,0.600220762,
,,2018 LR,,Kenya,,2.0,,2018,19.45,,,,,,,id_9b5bb57f,35.1641424,,1.1411459,18.1
,,2018 LR,,Kenya,,0.125,,2018,23.24,,,,,,,id_9b62c62e,34.74817178,,-0.663713379,21.23
35.26,,2016 LR,,Kenya,5.0,0.25,10.0,2016,25.32,15.0,,,8.0,,38.14,id_9b663153,34.66683117,,-0.732964994,23.02
,,2018 LR,,Kenya,,1.0,,2018,2.49,,,,,,,id_9b6d6fd3,35.0674623,,0.5640908,2.51
5.7,,2018 LR,,Tanzania,6.0,1.0,,2018,2.8,,,6.0,6.0,,6.4,id_9b7e7036,33.0271762,6.0,-9.2020228,2.5
,,2016 LR,,Kenya,,0.5,,2016,,,,,,,,id_9b81abfb,34.50440305,,0.173206581,
0.0,1.5,2018B,unknown,Rwanda,5.0,0.08648675,,2018,,2.0,0.0,5.0,5.0,2/23/2018,0.0,id_9b8369c0,29.85536597,5.0,-2.67657167,
15.75,,2018 LR,sctembo73,Kenya,6.0,0.25,6.0,2018,,12.5,,6.0,6.0,2/28/2018,15.7,id_9b854ed3,34.9343431,6.0,-0.9004787,
,,2017 LR,PAN 691,Kenya,8.0,0.25,12.0,2017,15.46,12.0,,8.0,5.0,,,id_9b894284,34.82883441,5.0,0.908417944,23.18
18.5,,2018 LR,dk8031 scduma43,Kenya,6.0,0.25,12.5,2018,,25.0,,6.0,6.0,3/1/2018,16.5,id_9b8c9de8,34.3226149,6.0,0.3608576,
9.6,,2018 LR,sctembo73,Kenya,6.0,0.5,12.5,2018,,25.0,,6.0,6.0,3/15/2018,35.55,id_9b8d22d2,34.6508377,6.0,0.5593596,
,,2018 LR,,Kenya,,0.25,,2018,15.3,,,,,,,id_9b8d3b15,34.9285893,,0.8447072,19.45
5.78,0.0,2018B,sc_403,Rwanda,5.0,0.449731119,,2018,26.0,0.0,0.0,5.0,5.0,3/5/2018,5.0,id_9b8e40f5,29.88772445,5.0,-2.428221172,3.0
,,2017 LR,,Kenya,8.0,0.5,25.0,2017,12.5,25.0,,8.0,5.0,,,id_9b920e15,34.84560403,5.0,-0.494780846,19.1
1.9,,2015 LR,,Kenya,8.0,1.5,10.0,2015,4.9,4.0,,8.0,5.0,,21.55,id_9b9425e7,34.67194142,5.0,0.434351236,3.05
18.6,,2016 LR,DK_8031,Kenya,5.0,0.5,25.0,2016,4.25,20.0,,5.0,8.0,,13.06,id_9b968fe8,34.53726581,8.0,0.189163839,6.05
,,2018 LR,,Tanzania,,1.0,,2018,,,,,,,,id_9b9e81a2,35.5533152,,-7.9593787,
11.35,,2018 LR,h6213,Kenya,6.0,0.2,,2018,,50.0,,6.0,6.0,2/6/2018,17.35,id_9b9eb36b,34.9053652,6.0,0.1094087,
,,2018 LR,,Kenya,,0.6,,2018,10.7,,,,,,,id_9ba5ed7e,35.07118107,,-0.363970963,18.1
,,2018 LR,,Kenya,,0.25,,2018,21.7,,,,,,,id_9bab5c8e,34.33930051,,0.059158503,25.3
23.4,6.0,2018 LR,dk8031 localmaize,Kenya,6.0,0.5,,2018,,20.0,,6.0,6.0,3/18/2018,21.15,id_9bab9dd9,34.71173767,6.0,0.210572969,
23.0,,2018 LR,scsimba61 localmaize,Kenya,6.0,0.75,,2018,,100.0,,6.0,6.0,3/8/2018,17.0,id_9baba27c,34.8006867,6.0,0.5649116,
,,2018 LR,,Kenya,,0.5,,2018,5.4,,,,,,,id_9badfe94,34.3423411,,0.234780555,12.3
,,2017 LR,H 6213,Kenya,8.0,1.0,,2017,13.8,,,8.0,5.0,,,id_9bae7874,34.93231147,,0.890842095,16.95
9.5,,2018 LR,otherhybrid,Kenya,6.0,1.0,,2018,,,,6.0,6.0,3/24/2018,11.45,id_9bb7672a,34.46026742,6.0,0.781229753,
21.95,,2018 LR,h6213,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/1/2018,26.05,id_9bba45e4,35.0259825,6.0,0.3535696,
20.61,,2018 LR,h614d,Kenya,6.0,1.5,,2018,,58.0,,6.0,6.0,4/9/2018,20.36,id_9bbc54b3,35.1193814,6.0,0.7103787,
