BoxAWetWeight,Urea_Kgs,Season,Variety,Country,BoxBLength,PlotSize_acres,CAN_Kgs,Year,BoxBDryWeight,DAP_Kgs,NPK_Kgs,BoxALength,BoxAWidth,PlantingDate,BoxBWetWeight,ImgID,Longitude,BoxBWidth,Latitude,BoxADryWeight
,,2018 LR,,Kenya,,0.5,,2018,2.8,,,,,,,id_ea688571,34.50634316,,-0.747123295,6.0
11.1,,2018 LR,KS 628,Tanzania,6.0,0.5,,2018,0.0,,,6.0,6.0,,10.3,id_ea69ae0a,35.7655848,6.0,-8.0220369,0.0
,,2018 LR,,Kenya,,0.5,,2018,9.4,,,,,,,id_ea6d8c18,34.44691885,,0.226790634,7.5
46.3,,2018 LR,scduma43,Kenya,6.0,0.25,,2018,,50.0,,6.0,6.0,3/17/2018,69.7,id_ea6f15f6,34.44627116,6.0,0.284294902,
,,2018 LR,,Kenya,,1.0,,2018,9.15,,,,,,,id_ea6fc29c,34.3725244,,0.2548412,7.9
7.5,,2015B,NSP,Rwanda,,0.1532051,,2015,,,,,,25-Feb-15,5.0,id_ea7529e8,29.91127151,,-2.36765187,
41.57,,2016 LR,H_614D,Kenya,8.0,0.5,25.0,2016,14.0,25.0,,,5.0,4/27/2016,32.8,id_ea755149,34.98257519,,0.818406495,20.0
31.6,,2018 LR,scsimba61,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,3/9/2018,22.45,id_ea852535,34.3570822,6.0,0.5282346,
,,2017 LR,,Kenya,8.0,0.75,37.5,2017,12.2,37.5,,8.0,5.0,,,id_ea89084c,34.2331815,5.0,0.1557497,11.2
,,2018 LR,,Kenya,,1.0,,2018,20.05,,,,,,,id_ea8d1757,35.21346548,,0.197176298,17.0
14.5,,2015 LR,,Kenya,8.0,0.75,0.0,2015,7.0,10.0,,8.0,5.0,,12.85,id_ea96c76d,34.88344864,5.0,0.449018511,8.0
17.15,,2018 LR,otherhybrid,Kenya,6.0,0.25,10.0,2018,,10.0,,6.0,6.0,2/23/2018,16.05,id_eaa08243,34.64866391,6.0,0.828366117,
18.8,,2018 LR,scduma43,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,3/14/2018,24.0,id_eaa2fcc6,34.8621834,6.0,0.6995862,
,,2017 LR,,Kenya,8.0,1.0,50.0,2017,9.86,50.0,,8.0,5.0,,,id_eaa44e6f,34.7244192,5.0,0.6707654,11.58
25.2,,2018 LR,dk8031,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/20/2018,31.5,id_eaaa3e6c,34.33760415,6.0,0.040129255,
,,2018 LR,,Kenya,,1.0,,2018,13.7,,,,,,,id_eab2da84,34.2183264,,0.5135099,14.8
19.65,,2018 LR,localmaize,Kenya,6.0,0.75,,2018,,4.0,,6.0,6.0,3/1/2018,12.9,id_eabb35ad,34.1756753,6.0,0.3991269,
,,2018 LR,,Kenya,,0.375,,2018,14.6,,,,,,,id_eabc5ceb,34.37611529,,0.182609856,5.0
3.1,,2018 LR,dk8031,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/15/2018,4.55,id_eac05429,34.91046219,6.0,-0.403839666,
,,2018 LR,,Kenya,,0.25,,2018,5.1,,,,,,,id_eac31700,34.66687703,,-0.929861055,5.6
,,2017 LR,DK 8031,Kenya,8.0,0.5,25.0,2017,19.0,25.0,,8.0,5.0,,,id_eac36e19,34.4783207,5.0,-0.8340289,15.0
13.75,,2018 LR,wh505,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,3/2/2018,14.7,id_eac6938d,34.4946483,6.0,0.6908725,
,,2018 LR,,Kenya,,1.0,,2018,9.85,,,,,,,id_ead2801b,34.93567272,,0.596549006,12.2
,,2018 LR,,Kenya,,0.5,,2018,17.4,,,,,,,id_ead2d315,34.3571982,,0.5283664,10.9
35.5,,2018 LR,h614d,Kenya,6.0,1.2,,2018,,25.0,,6.0,6.0,2/24/2018,40.5,id_eae050c3,35.23071816,6.0,0.144040931,
15.05,,2018 LR,otherhybrid,Kenya,6.0,0.375,,2018,,,,6.0,6.0,3/31/2018,8.0,id_eae4d1a0,34.33376887,6.0,0.637197878,
,,2018 LR,,Kenya,,0.125,,2018,8.85,,,,,,,id_eae7ab85,34.2764686,,0.1923391,16.25
,,2018 LR,,Kenya,,0.25,,2018,3.25,,,,,,,id_eae9347e,34.98806597,,-0.875438626,3.0
15.55,,2016 LR,WH_505,Kenya,8.0,0.5,25.0,2016,10.15,25.0,,8.0,5.0,4/18/2016,22.5,id_eaeeab6e,34.57323665,5.0,0.095422345,6.7
24.1,,2018 LR,dk90-89,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/3/2018,24.3,id_eaf14dab,34.2181446,6.0,0.5135918,
,,2017 LR,H 6213,Kenya,,0.125,,2017,,,,8.0,5.0,,,id_eaf47505,34.83912876,,-0.58061641,17.0
,,2017 LR,H 6213,Kenya,8.0,1.0,,2017,16.7,,,8.0,5.0,,,id_eaf57199,34.39104037,,0.357027489,18.8
16.95,,2018 LR,h6213,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/16/2018,22.45,id_eafa2473,35.0069283,6.0,0.9223677,
,,2018 LR,,Kenya,,0.15,,2018,18.1,,,,,,,id_eafdf90a,35.18616631,,-0.346811033,21.25
4.9,,2016 LR,Local,Kenya,8.0,0.25,2.0,2016,3.05,3.0,,,5.0,4/19/2016,6.5,id_eb011f89,34.95792679,,-0.840947151,3.0
16.0,0.25,2016A,,Rwanda,3.0,0.3706575,,2016,,0.25,,3.0,8.0,9/22/2015,14.0,id_eb02a9e4,29.09014191,7.0,-2.411407608,
,,2017 LR,,Kenya,8.0,0.25,12.5,2017,14.0,12.5,,8.0,5.0,,,id_eb04714d,34.64412913,5.0,-0.8141247,15.8
,,2018 LR,,Kenya,,0.5,,2018,11.46,,,,,,,id_eb0fca1a,34.3341072,,0.1023672,8.52
9.3,0.0,2018A,hybrid_unknown opv_unknown,Rwanda,5.0,0.1235525,,2018,,4.0,0.0,5.0,5.0,10/4/2017,18.0,id_eb1378c9,29.54684161,5.0,-2.126984789,
,,2017 LR,,Kenya,8.0,0.5,25.0,2017,8.0,25.0,,8.0,5.0,,,id_eb1814b6,34.93092542,5.0,0.437114448,8.15
,,2018 LR,,Kenya,,1.0,,2018,10.7,,,,,,,id_eb230de8,35.0567144,,0.58309,12.33
,,2016 LR,,Tanzania,6.0,1.0,40.0,2016,7.5,,,6.0,6.0,,,id_eb238960,35.8849314,6.0,-8.2282136,12.0
30.95,,2018 LR,h614d,Kenya,6.0,0.35,,2018,,25.0,,6.0,6.0,3/7/2018,33.8,id_eb23b8e9,34.80612827,6.0,-0.915251188,
,,2018 LR,,Kenya,,1.0,,2018,,,,,,,,id_eb251be2,34.90466938,,-0.475957042,
8.0,1.0,2018B,opv_unk,Rwanda,6.0,0.133436702,,2018,,2.0,0.0,8.0,3.0,2/1/2018,9.0,id_eb26dd04,29.38269892,4.0,-1.83707421,
29.1,,2015 LR,,Kenya,8.0,0.75,0.0,2015,13.55,37.5,,8.0,5.0,,24.45,id_eb2dc22a,34.34474058,5.0,0.347367157,15.8
38.95,,2015 LR,,Kenya,8.0,0.25,6.0,2015,23.5,12.5,,8.0,5.0,,35.7,id_eb2e4670,34.88065495,5.0,0.546800285,21.0
20.0,,2015 LR,,Kenya,8.0,0.5,0.0,2015,9.8,25.0,,8.0,5.0,,17.4,id_eb2e9f10,34.87420049,5.0,-0.74409189,11.0
,,2018 LR,,Kenya,,0.75,,2018,,,,,,,,id_eb2ea644,34.1571054,,0.4846547,
,,2017 LR,,Kenya,8.0,0.25,0.0,2017,6.75,12.0,,8.0,5.0,,,id_eb2ee3b2,34.65515326,5.0,-0.703000874,8.25
12.6,,2015 LR,,Kenya,8.0,0.5,0.0,2015,9.3,25.0,,8.0,5.0,,14.6,id_eb31abcc,34.62096643,5.0,-0.764139592,7.95
56.2,,2015 LR,,Kenya,5.0,2.25,0.0,2015,26.9,50.0,,5.0,8.0,,51.75,id_eb364de3,34.92602223,8.0,0.828460931,30.2
43.28,,2015 LR,,Kenya,8.0,2.0,0.0,2015,16.0,0.0,,8.0,5.0,,28.0,id_eb36c016,34.82793497,5.0,0.655256613,25.4
,,2017 LR,,Kenya,8.0,0.25,6.0,2017,11.9,4.0,,8.0,5.0,,,id_eb36c476,34.63375223,5.0,0.345694089,7.7
,,2018 LR,,Kenya,,0.65,,2018,5.8,,,,,,,id_eb3ce845,35.0914089,,0.8526699,6.45
21.3,,2016 LR,WH_509,Kenya,8.0,0.25,12.5,2016,11.5,12.5,,8.0,5.0,4/5/2016,27.9,id_eb3eaa61,34.12899674,5.0,0.116897486,9.8
0.0,,2018 LR,h614d,Kenya,,0.09,,2018,,,2.0,6.0,6.0,4/3/2018,,id_eb407777,35.0165696,,0.6429775,
49.4,,2015 LR,,Kenya,8.0,1.0,50.0,2015,27.5,50.0,,8.0,5.0,,45.3,id_eb48ab88,34.97582473,5.0,0.684000486,30.05
,,2017 LR,,Kenya,8.0,0.2525,25.0,2017,21.0,25.0,,8.0,5.0,,,id_eb5194ca,34.88260475,5.0,-0.434337733,15.1
24.3,,2018 LR,h6213,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/17/2018,24.4,id_eb537b1f,34.7693123,6.0,0.446036805,
,,2017 LR,SC SIMBA 61,Kenya,8.0,0.25,,2017,0.0,,,8.0,5.0,,,id_eb572815,34.5048403,,-0.8012587,16.0
17.4,,2018 LR,h614d,Kenya,6.0,0.5,7.0,2018,,25.0,,6.0,6.0,3/6/2018,19.55,id_eb5ad7d1,34.96298742,6.0,0.255614442,
,,2018 LR,,Kenya,,0.5,,2018,4.85,,,,,,,id_eb6791e0,35.0914089,,0.8526699,5.95
15.25,,2018 LR,dk777,Kenya,6.0,0.25,12.5,2018,,12.5,,6.0,6.0,3/6/2018,12.4,id_eb6e46f6,34.66794931,6.0,0.267677214,
,,2016 LR,Seed Co 627,Tanzania,6.0,6.0,50.0,2016,8.0,,,6.0,6.0,,,id_eb702d39,35.84571,6.0,-7.7235689,12.0
21.0,,2016 LR,,Kenya,8.0,0.75,40.0,2016,9.85,35.0,,8.0,5.0,,31.0,id_eb72b287,34.55834416,5.0,0.581932064,8.32
,,2017 LR,H 614D,Kenya,8.0,0.3,,2017,5.5,,,8.0,5.0,,,id_eb752dc1,34.77766808,,0.542827389,9.55
,,2018 LR,,Kenya,,1.0,,2018,11.6,,,,,,,id_eb753ba9,35.0909197,,0.5543543,16.5
29.9,,2015 LR,,Kenya,8.0,0.375,0.0,2015,19.55,25.0,,8.0,5.0,,41.15,id_eb755829,34.73518305,5.0,0.809613501,12.1
8.45,,2015 LR,,Kenya,8.0,1.75,0.0,2015,8.95,25.0,,8.0,5.0,,17.4,id_eb767251,34.1701365,5.0,0.423426794,5.0
21.62,,2018 LR,h614d h6213,Kenya,6.0,0.5,,2018,,50.0,,6.0,6.0,3/30/2018,28.35,id_eb7a59a9,35.15574055,6.0,1.012641477,
,,2017 LR,Pioneer P3812W,Kenya,8.0,0.5,10.0,2017,17.65,25.0,,8.0,5.0,,,id_eb7ba971,34.77234324,5.0,-0.774863739,15.4
15.4,,2018 LR,wh505,Kenya,6.0,0.25,,2018,,,,6.0,6.0,3/1/2018,10.02,id_eb7db1c0,34.59660977,6.0,0.301383946,
,,2018 LR,,Kenya,,0.25,,2018,3.0,,,,,,,id_eb836a56,34.7904358,,0.2082931,3.55
9.4,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,,,6.0,6.0,2/12/2018,5.65,id_eb854d26,34.171228,6.0,0.3984738,
4.85,,2018 LR,localmaize,Kenya,6.0,0.1,,2018,,,,6.0,6.0,3/16/2018,2.15,id_eb881bb1,34.69856196,6.0,-0.922450027,
5.05,,2018 LR,h6213,Kenya,,0.5,,2018,,10.0,,6.0,6.0,1/27/2018,4.35,id_eb8865e0,34.97100994,,-0.685570876,
26.5,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,,,6.0,6.0,3/14/2018,24.2,id_eb8af90e,34.33541318,6.0,0.014188264,
,,2018 LR,,Kenya,,2.0,,2018,6.4,,,,,,,id_eb8cdfb9,34.7527661,,0.7399065,9.25
,,2017 LR,,Kenya,,0.25,,2017,,,,8.0,5.0,,,id_eb96f201,34.84322683,,-0.633268245,15.2
18.8,,2018 LR,sctembo73,Kenya,6.0,2.0,50.0,2018,,40.0,,6.0,6.0,3/18/2018,21.55,id_eb98b4aa,34.83240328,6.0,0.860075013,
,,2017 LR,H 6213,Kenya,8.0,0.25,,2017,6.7,,,8.0,5.0,,,id_eb9947f7,34.7298144,,0.043081355,6.05
32.2,,2018 LR,wh505,Kenya,6.0,1.0,50.0,2018,,50.0,,6.0,6.0,3/10/2018,34.8,id_eb9a5b2e,35.2928007,6.0,-0.0013259,
23.85,,2018 LR,wh505,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,3/10/2018,30.85,id_eb9c4d87,34.47238275,6.0,0.764746792,
,,2018 LR,,Kenya,,0.5,,2018,15.2,,,,,,,id_eb9ce7ab,34.67869961,,-0.607993909,20.2
7.1,,2018 LR,,Kenya,6.0,0.25,,2018,,,,6.0,6.0,,6.1,id_eb9dac7a,37.21737704,6.0,-0.577389517,
,,2018 LR,,Kenya,,1.0,,2018,8.5,,,,,,,id_eba45dc9,35.19400065,,-0.45142232,12.25
38.6,,2018 LR,h6213,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,3/14/2018,50.0,id_ebb0692a,34.741491,6.0,-0.5719548,
16.0,,2016 LR,H 614D,Kenya,8.0,0.25,10.0,2016,12.5,12.0,,,5.0,,14.0,id_ebb10c98,34.90478361,,-0.455242933,8.5
10.2,,2015 LR,,Kenya,8.0,0.75,0.0,2015,8.9,25.0,,8.0,5.0,,17.05,id_ebb44cb9,34.82933667,5.0,0.431490988,4.45
33.3,,2016 LR,WH_505,Kenya,8.0,0.5,25.0,2016,21.3,25.0,,8.0,5.0,4/6/2016,37.2,id_ebb93f1f,34.76612857,5.0,0.500162663,18.15
26.8,,2016 LR,H_6213,Kenya,5.0,0.25,12.5,2016,23.6,12.5,,5.0,8.0,4/10/2016,37.45,id_ebbe40dc,35.0565566,8.0,0.887323168,16.1
,,2018 LR,,Kenya,,0.25,,2018,6.5,,,,,,,id_ebc0ae05,34.6404768,,0.4919906,6.25
26.5,,2015 LR,,Kenya,5.0,0.5,12.5,2015,9.8,12.5,,5.0,8.0,,18.15,id_ebc25349,34.92170792,8.0,-0.521843362,13.65
,,2017 LR,,Kenya,,0.25,,2017,,,,8.0,5.0,,,id_ebc28dc4,34.8117039,,0.0740316,6.5
26.4,,2018 LR,,Tanzania,6.0,1.0,,2018,17.2,,,6.0,6.0,,19.6,id_ebc4498f,32.8034154,6.0,-9.0215539,23.9
,,2017 LR,,Kenya,8.0,0.25,5.0,2017,14.72,15.0,,8.0,5.0,,,id_ebc7cc1f,34.80434207,5.0,-0.739305863,16.44
10.1,,2018 LR,pioneerp3812w,Kenya,6.0,0.25,12.5,2018,,12.5,,6.0,6.0,3/23/2018,12.0,id_ebcb6740,34.6428556,6.0,0.095184756,
,,2018 LR,,Kenya,,0.25,,2018,27.15,,,,,,,id_ebcc582d,34.9690492,,-0.568819483,33.0
,,2018 LR,,Kenya,,0.75,,2018,10.3,,,,,,,id_ebd16e82,34.89964319,,0.455802485,10.65
27.6,,2016 LR,PAN_691,Kenya,8.0,0.5,25.0,2016,8.05,25.0,,,5.0,4/22/2016,18.6,id_ebd4e496,34.75273898,,0.733507011,14.6
17.9,,2018 LR,,Tanzania,6.0,1.0,,2018,9.5,,,6.0,6.0,,11.7,id_ebdd24fe,32.8003747,6.0,-9.0164331,14.3
,,2018 LR,,Kenya,,1.0,,2018,4.65,,,,,,,id_ebdeb860,34.7115589,,0.7564322,6.0
20.2,,2018 LR,h614d,Kenya,6.0,0.5,,2018,,10.0,,6.0,6.0,2/27/2018,29.0,id_ebe23b70,34.62518564,6.0,0.285562695,
33.4,,2015 LR,,Kenya,8.0,0.5,0.0,2015,27.05,25.0,,8.0,5.0,,47.7,id_ebe2e31f,34.8253084,5.0,0.833191827,24.9
,,2017 LR,,Kenya,8.0,0.5,0.0,2017,15.5,15.0,,8.0,5.0,,,id_ebed54b5,34.88862936,5.0,-0.622398608,22.0
,,2018 LR,,Kenya,,0.0625,,2018,8.17,,,,,,,id_ebee759f,34.7789339,,-0.5594607,9.22
11.9,,2016 LR,SC PUNDA MILIA 53,Kenya,8.0,0.25,0.0,2016,6.95,12.5,,,5.0,,13.1,id_ebf0de62,34.16900453,,0.271913013,5.4
17.0,,2018 LR,otherhybrid,Kenya,6.0,0.75,,2018,,25.0,,6.0,6.0,4/15/2018,10.3,id_ebf2a00e,34.6934893,6.0,-0.96934,
41.0,,2018 LR,pioneerp3812w,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/10/2018,39.2,id_ebf48729,35.07348047,6.0,-0.356670487,
,,2017 LR,,Kenya,8.0,0.025,,2017,13.1,,,8.0,5.0,,,id_ebf4c472,34.72143785,,-0.534365396,10.0
11.54,,2016 LR,,Kenya,8.0,0.25,5.0,2016,6.85,5.0,,8.0,5.0,,9.85,id_ebf8759e,34.96671861,5.0,-0.453411555,7.75
,,2017 LR,DK 8031,Kenya,8.0,0.5,25.0,2017,12.5,25.0,,8.0,5.0,,,id_ebfab229,34.4734385,5.0,-0.828237,11.0
31.2,,2018 LR,wh505,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,3/19/2018,22.31,id_ec00d572,34.5127953,6.0,0.3069832,
36.8,,2016 LR,H_6213,Kenya,5.0,0.5,25.0,2016,18.8,25.0,,5.0,8.0,3/13/2016,38.6,id_ec0662b6,34.88766565,8.0,-0.52924535,21.9
38.6,,2015 LR,,Kenya,8.0,0.25,0.0,2015,23.0,4.0,,8.0,5.0,,35.55,id_ec067e73,34.93156944,5.0,-0.415515789,24.25
38.9,,2015 LR,,Kenya,8.0,0.5,12.5,2015,27.6,25.0,,8.0,5.0,,47.3,id_ec137962,34.77144145,5.0,0.715597346,21.05
,,2018 LR,,Kenya,,0.5,,2018,5.8,,,,,,,id_ec16ac2d,34.87146974,,-0.491545354,10.6
,,2018 LR,,Kenya,,0.75,,2018,9.35,,,,,,,id_ec186051,34.5277454,,0.5614256,6.05
29.0,,2018 LR,h614d,Kenya,6.0,0.75,,2018,,35.0,,6.0,6.0,3/24/2018,30.0,id_ec189d81,35.1901675,6.0,0.7068286,
38.3,,2015 LR,,Kenya,8.0,0.75,20.0,2015,22.6,25.0,,8.0,5.0,,75.15,id_ec196339,34.95246832,5.0,0.248362962,36.7
,,2017 LR,,Kenya,,0.25,,2017,,,,8.0,5.0,,,id_ec1b66a9,34.7535709,,-0.601831247,4.9
39.0,,2016 LR,,Kenya,8.0,0.25,12.0,2016,19.9,12.0,,8.0,5.0,,36.5,id_ec1e90b4,34.92709174,5.0,-0.52023245,22.0
,,2018 LR,,Kenya,,0.2,,2018,17.5,,,,,,,id_ec1f30b7,34.8820849,,0.7427878,15.6
,,2017 LR,,Kenya,8.0,0.5,25.0,2017,16.1,25.0,,8.0,5.0,,,id_ec261795,34.4954592,5.0,0.134182856,14.45
,,2017 LR,,Kenya,8.0,0.25,,2017,13.04,,,8.0,5.0,,,id_ec291eb6,34.80457141,,-0.741874558,14.66
29.5,,2016 LR,Local,Kenya,8.0,0.5,25.0,2016,17.5,25.0,,,5.0,4/11/2016,24.1,id_ec297694,34.59582397,,0.088228165,18.3
12.3,,2016 LR,Local,Kenya,8.0,0.25,0.0,2016,5.88,5.0,,,5.0,4/5/2016,1.5,id_ec2a9f80,34.38320937,,0.11172662,0.54
25.7,,2016 LR,H 6213,Kenya,8.0,0.5,10.0,2016,14.7,25.0,,,5.0,,23.2,id_ec2e7db5,34.5585136,,0.581861759,20.45
,,2018 LR,,Kenya,,0.5,,2018,20.1,,,,,,,id_ec31c60c,34.66916848,,-0.609515792,19.5
,,2018 LR,,Kenya,,0.75,,2018,6.15,,,,,,,id_ec347441,34.96860748,,-0.822683742,8.2
24.3,,2016 LR,Other_Hybrid,Kenya,8.0,0.5,12.5,2016,10.45,12.5,,,5.0,4/11/2016,31.7,id_ec386bad,34.60270285,,0.776176556,9.8
,,2018 LR,,Kenya,,0.5,,2018,12.98,,,,,,,id_ec3d3319,34.3993051,,0.327756,7.3
,,2018 LR,,Kenya,,0.25,,2018,,,,,,,,id_ec4ebfa1,36.9705747,,-0.8079946,12.6
25.8,,2018 LR,h614d,Kenya,6.0,1.25,,2018,,50.0,,6.0,6.0,3/24/2018,35.25,id_ec5708f9,34.77100421,6.0,0.462314796,
,,2018 LR,,Kenya,,1.5,,2018,19.05,,,,,,,id_ec57d012,34.86155917,,0.468708113,19.2
,,2018 LR,,Kenya,,1.0,,2018,8.8,,,,,,,id_ec597eb3,34.3789331,,0.4728894,8.2
62.0,,2016 LR,PAN_691,Kenya,8.0,0.8,34.0,2016,24.9,37.0,,8.0,5.0,4/12/2016,55.0,id_ec5c9534,35.33452865,5.0,-0.004717879,19.85
10.0,,2016 LR,Local,Kenya,8.0,0.5,25.0,2016,4.5,25.0,,,5.0,3/19/2016,8.5,id_ec5fc368,34.56929206,,-1.005723565,6.0
,,2018 LR,,Kenya,,0.25,,2018,6.85,,,,,,,id_ec6582b3,34.7585515,,0.1046168,6.55
,,2018 LR,,Kenya,,0.5,,2018,5.85,,,,,,,id_ec690a1e,34.891971,,0.1081337,5.75
16.5,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,6.0,,6.0,6.0,3/16/2018,14.3,id_ec693810,34.44475471,6.0,0.281776044,
,,2018 LR,,Kenya,,0.25,,2018,11.45,,,,,,,id_ec6d237c,34.4132958,,0.2592918,13.6
24.75,,2018 LR,pioneerp3812w,Kenya,6.0,0.75,,2018,,23.0,,6.0,6.0,3/29/2018,33.0,id_ec6e2081,34.42402209,6.0,0.295875577,
19.85,,2018 LR,scduma43,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,2/19/2018,22.35,id_ec6f8f81,34.57021861,6.0,-0.842416122,
7.0,0.08,2016A,,Rwanda,5.0,0.1729735,,2016,,0.16,,5.0,5.0,10/1/2015,12.0,id_ec70fd0f,29.34082774,5.0,-2.235898274,
23.45,,2018 LR,h6213,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/1/2018,25.6,id_ec730c53,34.965454,6.0,0.4628452,
16.4,,2018 LR,dk8031,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/19/2018,17.05,id_ec74fd88,34.85161441,6.0,-0.359689372,
,,2018 LR,,Kenya,,0.25,,2018,46.8,,,,,,,id_ec7613f5,34.5259354,,0.0958895,39.4
29.5,,2015 LR,,Kenya,,3.0,0.0,2015,11.35,0.0,,,,,25.65,id_ec76d39b,34.73170409,,0.380186532,13.5
25.0,0.16,2016A,,Rwanda,5.0,1.235525,,2016,,0.21,,5.0,5.0,10/3/2015,19.0,id_ec7b10e2,29.85221895,5.0,-2.573646257,
,,2018 LR,,Kenya,,0.75,,2018,12.5,,,,,,,id_ec857ac8,34.48334954,,0.582628866,10.5
,,2017 LR,SC Tembo 73,Kenya,8.0,0.5,25.0,2017,21.95,25.0,,8.0,5.0,,,id_ec86efb7,34.70051419,5.0,0.359086683,20.45
26.35,,2015 LR,,Kenya,8.0,1.5,75.0,2015,8.9,75.0,,8.0,5.0,,17.15,id_ec8de547,34.79764265,5.0,0.70460509,11.45
32.9,,2016 LR,H_6213,Kenya,8.0,0.5,25.0,2016,13.8,25.0,,8.0,5.0,4/11/2022,29.8,id_ec8f2d65,34.63577399,5.0,0.66563509,17.35
,,2017 LR,SC DUMA 43,Kenya,8.0,0.25,12.0,2017,7.7,12.0,,8.0,5.0,,,id_ec967f5c,34.39340429,5.0,0.177179547,8.6
29.5,,2018 LR,h6213,Kenya,6.0,4.0,,2018,,200.0,,6.0,6.0,2/10/2018,32.0,id_ec99d198,35.1287463,6.0,0.337319,
,,2017 LR,,Kenya,8.0,0.75,0.0,2017,12.35,50.0,,8.0,5.0,,,id_eca20032,34.7744159,5.0,0.0695326,9.9
38.8,,2016 LR,Other_Hybrid,Kenya,8.0,0.5,25.0,2016,14.95,25.0,,,5.0,4/11/2016,35.4,id_eca5713b,34.53910708,,0.311906348,15.35
32.9,,2018 LR,otherhybrid,Kenya,6.0,0.25,,2018,,,,6.0,6.0,3/12/2018,30.8,id_eca5895d,34.50750204,6.0,-1.091687532,
0.0,,2018 LR,h6213 pioneerp3812w,Kenya,6.0,0.7,,2018,,30.0,,6.0,6.0,3/25/2018,0.0,id_eca7c085,35.0705441,6.0,-0.3628931,
25.2,,2015 LR,,Kenya,7.95,0.5,12.0,2015,12.4,25.0,,7.95,4.95,,28.9,id_ecae26b9,34.73149773,4.9,0.32023015,10.65
,,2018 LR,,Tanzania,,1.0,,2018,,,,,,,,id_ecb1f9e7,35.4886009,,-8.0217683,
7.45,,2018 LR,localmaize,Kenya,6.0,0.125,,2018,,2.0,,6.0,6.0,3/3/2018,6.95,id_ecb9776e,34.93287179,6.0,0.25399798,
10.85,,2016 LR,WH_505,Kenya,8.0,0.25,10.0,2016,8.7,12.0,,8.0,5.0,4/4/2016,13.3,id_ecc08e9f,35.00683351,5.0,-0.884490678,6.8
,,2018 LR,,Tanzania,,0.5,,2018,,,,,,,,id_ecc0dd5c,35.7435292,,-7.9576281,
15.6,,2018 LR,PAN 691,Tanzania,6.0,1.0,,2018,0.0,,,6.0,6.0,,7.8,id_ecc1e601,36.1086833,6.0,-7.8414349,0.0
,,2018 LR,,Kenya,,0.25,,2018,7.0,,,,,,,id_ecd38421,34.1987535,,0.592736322,8.99
21.7,,2016 LR,Local,Kenya,8.0,0.25,2.0,2016,7.25,0.0,,,5.0,4/13/2016,15.7,id_ecd5c2dc,34.42246969,,0.029461461,9.7
10.1,,2018 LR,localmaize,Kenya,6.0,0.375,,2018,,2.25,,6.0,6.0,3/18/2018,16.1,id_ecd872a0,34.90978563,6.0,-0.404165471,
,,2017 LR,DK 8031,Kenya,8.0,0.25,12.5,2017,11.0,12.5,,8.0,5.0,,,id_ecd8cdad,34.5742068,5.0,-0.5776757,12.5
21.0,,2015 LR,,Kenya,8.0,0.5,25.0,2015,10.7,25.0,,8.0,5.0,,19.0,id_ecdf5e3c,34.3993861,5.0,-1.075606341,11.6
,,2018 LR,,Kenya,,0.5,,2018,10.3,,,,,,,id_ece8415a,34.2574059,,0.1851555,15.0
8.35,,2018 LR,h614d,Kenya,6.0,0.25,12.5,2018,,12.0,,6.0,6.0,3/3/2018,12.6,id_ecea38b6,34.8675576,6.0,0.1400581,
,,2017 LR,H 6213,Kenya,8.0,1.0,50.0,2017,9.0,50.0,,8.0,5.0,,,id_eceee86c,35.03101553,5.0,0.838690497,7.5
30.0,,2015 LR,,Kenya,8.0,0.75,19.0,2015,12.2,25.0,,8.0,5.0,,27.0,id_ecefb5b6,34.5935163,5.0,0.125466306,13.6
,,2018 LR,,Kenya,,0.75,,2018,5.95,,,,,,,id_ecf2b60a,34.1577258,,0.4844768,7.9
21.6,,2018 LR,h6213,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,4/4/2018,20.91,id_ecf3044c,35.1960628,6.0,0.6744481,
17.4,,2016 LR,DK_8031,Kenya,8.0,0.25,12.5,2016,10.1,12.5,,8.0,5.0,4/4/2016,19.55,id_ecf428a5,34.52523898,5.0,-1.005069667,8.24
,,2018 LR,,Kenya,,0.25,,2018,14.6,,,,,,,id_ecf56b2c,34.5269925,,-1.0975562,12.65
